File Name,Date Modified,Date Created,Kind,Size,Files,Path,Parent Folder,Location,Comments,Description,Tags,WhereFrom,Version,Pages,Authors/Artist,Title,Album,Track NO,Genre,Year,Duration,Audio BitRate,Encoding App,Audio Sample Rate,Audio Channels,Dimensions,Width,Height,Total Pixels,Height DPI,Width DPI,Color Space,Color Profile,Alpha Channel,Creator,Video BitRate,Total BitRate,Codecs,Date Added,MD5 Checksum,SHA256 Checksum,Latitude,Longitude,MapsURL
Audacity uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,127 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Audacity/Audacity uninstall.png,Audacity,/Users/russ/Documents/GitHub/Russ/Icons/Audacity,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Audacity uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,3.4 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Audacity/Audacity uninstall_animated.png,Audacity,/Users/russ/Documents/GitHub/Russ/Icons/Audacity,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Color LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Audio_Hijack,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Audio_Hijack_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,743 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack/Audio_Hijack_install.png,Audio_Hijack,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Audio_Hijack_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,727 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack/Audio_Hijack_uninstall.png,Audio_Hijack,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Audio_Hijack_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,5.7 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack/Audio_Hijack_uninstall_animated.png,Audio_Hijack,/Users/russ/Documents/GitHub/Russ/Icons/Audio_Hijack,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Avid,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Avid,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Avid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Avid_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,28 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Avid/Avid_install.png,Avid,/Users/russ/Documents/GitHub/Russ/Icons/Avid,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Avid_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,33 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Avid/Avid_uninstall.png,Avid,/Users/russ/Documents/GitHub/Russ/Icons/Avid,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Avid_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,836 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Avid/Avid_uninstall_animated.png,Avid,/Users/russ/Documents/GitHub/Russ/Icons/Avid,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Color LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
BBEdit,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/BBEdit,Icons,/Users/russ/Documents/GitHub/Russ/Icons/BBEdit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
BBEdit.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,20 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/BBEdit/BBEdit.png,BBEdit,/Users/russ/Documents/GitHub/Russ/Icons/BBEdit,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,144,144,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Bartender,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Bartender.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,14 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Bartender/Bartender.png,Bartender,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,144,144,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Bartender_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,134 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Bartender/Bartender_install.png,Bartender,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Bartender_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,142 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Bartender/Bartender_uninstall.png,Bartender,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Bartender_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,3.8 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Bartender/Bartender_uninstall_animated.png,Bartender,/Users/russ/Documents/GitHub/Russ/Icons/Bartender,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blank,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Blank,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Blank_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,460 bytes,1,/Users/russ/Documents/GitHub/Russ/Icons/Blank/Blank_install.png,Blank,/Users/russ/Documents/GitHub/Russ/Icons/Blank,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blank_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,2 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Blank/Blank_uninstall.png,Blank,/Users/russ/Documents/GitHub/Russ/Icons/Blank,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blank_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,17 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Blank/Blank_uninstall_animated.png,Blank,/Users/russ/Documents/GitHub/Russ/Icons/Blank,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blender,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Blender,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Blender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Blender_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,53 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Blender/Blender_install.png,Blender,/Users/russ/Documents/GitHub/Russ/Icons/Blender,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blender_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,59 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Blender/Blender_uninstall.png,Blender,/Users/russ/Documents/GitHub/Russ/Icons/Blender,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Blender_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,1.4 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Blender/Blender_uninstall_animated.png,Blender,/Users/russ/Documents/GitHub/Russ/Icons/Blender,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
BlueJeans,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/BlueJeans,Icons,/Users/russ/Documents/GitHub/Russ/Icons/BlueJeans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
BlueJeans.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,58 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/BlueJeans/BlueJeans.png,BlueJeans,/Users/russ/Documents/GitHub/Russ/Icons/BlueJeans,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,144,144,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Brave_Browser,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Brave_Browser,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Brave_Browser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Brave.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,135 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Brave_Browser/Brave.png,Brave_Browser,/Users/russ/Documents/GitHub/Russ/Icons/Brave_Browser,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Charles_Proxy,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Charles_Proxy,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Charles_Proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CharlesProxy.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,238 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Charles_Proxy/CharlesProxy.png,Charles_Proxy,/Users/russ/Documents/GitHub/Russ/Icons/Charles_Proxy,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CheatSheet,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/CheatSheet,Icons,/Users/russ/Documents/GitHub/Russ/Icons/CheatSheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CheatSheet.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,16 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/CheatSheet/CheatSheet.png,CheatSheet,/Users/russ/Documents/GitHub/Russ/Icons/CheatSheet,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,72,72,RGB,Generic RGB Profile,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Checkpoint_Firewall_VPN,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CheckPointVPN_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,98 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN/CheckPointVPN_install.png,Checkpoint_Firewall_VPN,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CheckPointVPN_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,102 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN/CheckPointVPN_uninstall.png,Checkpoint_Firewall_VPN,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CheckPointVPN_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,2.3 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN/CheckPointVPN_uninstall_animated.png,Checkpoint_Firewall_VPN,/Users/russ/Documents/GitHub/Russ/Icons/Checkpoint_Firewall_VPN,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Cisco,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Cisco_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,287 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Cisco/Cisco_install.png,Cisco,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Cisco_uninstall 2.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,294 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Cisco/Cisco_uninstall 2.png,Cisco,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Cisco_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,308 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Cisco/Cisco_uninstall.png,Cisco,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Cisco_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,3.1 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Cisco/Cisco_uninstall_animated.png,Cisco,/Users/russ/Documents/GitHub/Russ/Icons/Cisco,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Citrix_Workspace,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CitrixWorkspace_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,88 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace/CitrixWorkspace_install.png,Citrix_Workspace,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CitrixWorkspace_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,90 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace/CitrixWorkspace_uninstall.png,Citrix_Workspace,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CitrixWorkspace_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,2.2 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace/CitrixWorkspace_uninstall_animated.png,Citrix_Workspace,/Users/russ/Documents/GitHub/Russ/Icons/Citrix_Workspace,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Clock,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Clock,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Clock.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,26 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Clock/Clock.png,Clock,/Users/russ/Documents/GitHub/Russ/Icons/Clock,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,90,90,RGB,,1,www.inkscape.org,,,,2023-02-22 12:10:41 +0000,,,,,
CodeRunner,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner,Icons,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CodeRunner_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,51 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner/CodeRunner_install.png,CodeRunner,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CodeRunner_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,57 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner/CodeRunner_uninstall.png,CodeRunner,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
CodeRunner_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,1.4 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner/CodeRunner_uninstall_animated.png,CodeRunner,/Users/russ/Documents/GitHub/Russ/Icons/CodeRunner,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Company_Portal,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Company_Portal,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Company_Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
CompanyPortal.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,14 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Company_Portal/CompanyPortal.png,Company_Portal,/Users/russ/Documents/GitHub/Russ/Icons/Company_Portal,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,72,72,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Cyberduck,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Cyberduck,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Cyberduck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Cyberduck.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,19 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Cyberduck/Cyberduck.png,Cyberduck,/Users/russ/Documents/GitHub/Russ/Icons/Cyberduck,,,,,,,,,,,,,,,,,,128 x 128,128,128,16384,72,72,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
DBeaverCE,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/DBeaverCE,Icons,/Users/russ/Documents/GitHub/Russ/Icons/DBeaverCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
DBeaverCE.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,43 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/DBeaverCE/DBeaverCE.png,DBeaverCE,/Users/russ/Documents/GitHub/Russ/Icons/DBeaverCE,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
DHSC,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/DHSC,Icons,/Users/russ/Documents/GitHub/Russ/Icons/DHSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
DHSC_install.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,83 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/DHSC/DHSC_install.png,DHSC,/Users/russ/Documents/GitHub/Russ/Icons/DHSC,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
DHSC_uninstall.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,94 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/DHSC/DHSC_uninstall.png,DHSC,/Users/russ/Documents/GitHub/Russ/Icons/DHSC,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
DHSC_uninstall_animated.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,2.6 MB,1,/Users/russ/Documents/GitHub/Russ/Icons/DHSC/DHSC_uninstall_animated.png,DHSC,/Users/russ/Documents/GitHub/Russ/Icons/DHSC,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,,,RGB,Colour LCD,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Dashlane,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Dashlane,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Dashlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Dashlane.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,38 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Dashlane/Dashlane.png,Dashlane,/Users/russ/Documents/GitHub/Russ/Icons/Dashlane,,,,,,,,,,,,,,,,,,256 x 256,256,256,65536,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
DataGrip,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/DataGrip,Icons,/Users/russ/Documents/GitHub/Russ/Icons/DataGrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
DataGrip.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,222 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/DataGrip/DataGrip.png,DataGrip,/Users/russ/Documents/GitHub/Russ/Icons/DataGrip,,,,,,,,,,,,,,,,,,1024 x 1024,1024,1024,1048576,96,96,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
Datto,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Folder,Zero KB,,/Users/russ/Documents/GitHub/Russ/Icons/Datto,Icons,/Users/russ/Documents/GitHub/Russ/Icons/Datto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22 12:10:41 +0000,,,,,
Datto_Datto.png,2023-02-22 12:10:41 +0000,2023-02-22 12:10:41 +0000,Png Image,31 KB,1,/Users/russ/Documents/GitHub/Russ/Icons/Datto/Datto_Datto.png,Datto,/Users/russ/Documents/GitHub/Russ/Icons/Datto,,,,,,,,,,,,,,,,,,512 x 512,512,512,262144,,,RGB,sRGB IEC61966-2.1,1,,,,,2023-02-22 12:10:41 +0000,,,,,
